run_id,ts,order_id,client_order_id,side,quantity,price,fee,reference_price,slippage_bps,mode,reason
20260911T045546-771984,2026-09-11T04:56:25.523130+00:00,paper-d2ab4a25470c,ichi-16b0b434fc25472d8651,sell,0.14157642803035206,27207.17549332857,3.8518947231403904,27212.618016931956,1.9999999999997797,PAPER_TRADING,take_profit
20260911T050958-6cff09,2026-09-11T05:10:12.492788+00:00,paper-aa2a162b529f,ichi-ebd2c8f4d6504239b769,buy,0.15323553451161176,25527.26640819002,3.9116843126793093,25522.16197579486,1.9999999999997797,PAPER_TRADING,entry
20260911T050958-6cff09,2026-09-11T05:10:12.837184+00:00,paper-22d2499458a0,ichi-411e5c6387bb47e8a823,sell,0.15323553451161176,25057.185781064505,3.8396512565181773,25062.198220708648,1.9999999999997797,PAPER_TRADING,trailing_stop
20260911T062455-7fe70b,2026-09-11T06:24:56.494086+00:00,paper-68738e44a1cc,ichi-4f9edc47a4224d69af57,buy,0.10375276818927343,29967.742260293446,3.1092362158881186,29961.749910311384,1.9999999999997797,PAPER_TRADING,entry
20260911T062455-7fe70b,2026-09-11T06:24:56.624256+00:00,paper-0bbad5e385d8,ichi-ffbed79cb0924d6893bb,sell,0.10375276818927343,28967.40771529084,3.005448737728741,28973.202355761987,1.9999999999986695,PAPER_TRADING,stop_loss
20260911T062455-7fe70b,2026-09-11T06:24:58.262682+00:00,paper-1824887a457e,ichi-4463a58cf35b49d186b9,buy,0.12666464866414445,25295.789108449717,3.204082240104075,25290.730962257265,1.9999999999997797,PAPER_TRADING,entry
20260911T062455-7fe70b,2026-09-11T06:24:58.414847+00:00,paper-c6135b217383,ichi-d3cba4d1feab43388614,sell,0.12666464866414445,25112.101245747934,3.180815481511086,25117.12467068207,2.00000000000089,PAPER_TRADING,signal
20260911T062455-7fe70b,2026-09-11T06:24:58.555828+00:00,paper-e3409e24c5f7,ichi-53dbe374e2634f3d939f,buy,0.14317723662156137,25527.26640819002,3.6549234628270573,25522.16197579486,1.9999999999997797,PAPER_TRADING,entry
20260911T062455-7fe70b,2026-09-11T06:24:58.685398+00:00,paper-f7f30916957d,ichi-239686fbcf884f20a504,sell,0.14317723662156137,24961.951710926005,3.573983266651241,24966.945099945995,1.9999999999997797,PAPER_TRADING,signal
20260911T062455-7fe70b,2026-09-11T06:24:59.023394+00:00,paper-b43887d4f43e,ichi-c625093114ac44f3b8a3,buy,0.13763320058812514,25582.63925520481,3.521020520185248,25577.52375045472,1.9999999999997797,PAPER_TRADING,entry
20260911T062455-7fe70b,2026-09-11T06:24:59.140886+00:00,paper-85aacda68cbe,ichi-731660744f194977903a,sell,0.13763320058812514,27047.288042603213,3.722604820532407,27052.698582319677,1.9999999999997797,PAPER_TRADING,take_profit
20260911T075203-895067,2026-09-11T07:52:06.970518+00:00,paper-533c0f743119,ichi-18205c3db96e47f1b68e,buy,0.12807218973276938,25295.789108449717,3.239687102137493,25290.730962257265,1.9999999999997797,PAPER_TRADING,entry
20260911T075203-895067,2026-09-11T07:52:07.772857+00:00,paper-5dae7565e52a,ichi-dddae37191884fdd8121,sell,0.12807218973276938,25112.101245747934,3.2161617953339436,25117.12467068207,2.00000000000089,PAPER_TRADING,signal
20260911T075203-895067,2026-09-11T07:52:08.645340+00:00,paper-f92f8002adad,ichi-59b939f5e9e84423b128,buy,0.14476827123747404,25527.26640819002,3.6955382273321127,25522.16197579486,1.9999999999997797,PAPER_TRADING,entry
20260911T075203-895067,2026-09-11T07:52:09.298978+00:00,paper-b5d492d016a8,ichi-48dbf727f81b421f9e49,sell,0.14476827123747404,24961.951710926005,3.6136985959040655,24966.945099945995,1.9999999999997797,PAPER_TRADING,signal
20260911T075203-895067,2026-09-11T07:52:11.555615+00:00,paper-73435bdf33d5,ichi-65dec3d1c6074e9f807f,buy,0.13916262797198614,25582.63925520481,3.560147309213596,25577.52375045472,1.9999999999997797,PAPER_TRADING,entry
20260911T075203-895067,2026-09-11T07:52:12.438966+00:00,paper-8a5bb23b96a8,ichi-d8b8328ef6f44c4ba5fb,sell,0.13916262797198614,27047.288042603213,3.7639716835239403,27052.698582319677,1.9999999999997797,PAPER_TRADING,take_profit
20260911T075256-74ac20,2026-09-11T07:53:00.508277+00:00,paper-c68221e4e28f,ichi-28c746c920c147f38d48,buy,0.12807218973276938,25295.789108449717,3.239687102137493,25290.730962257265,1.9999999999997797,PAPER_TRADING,entry
20260911T075256-74ac20,2026-09-11T07:53:01.322820+00:00,paper-71dccc4a71e3,ichi-f9d28255005740beb835,sell,0.12807218973276938,25112.101245747934,3.2161617953339436,25117.12467068207,2.00000000000089,PAPER_TRADING,signal
20260911T075256-74ac20,2026-09-11T07:53:02.127720+00:00,paper-b32d093c7924,ichi-63e8e314d3be41668d42,buy,0.14476827123747404,25527.26640819002,3.6955382273321127,25522.16197579486,1.9999999999997797,PAPER_TRADING,entry
20260911T075256-74ac20,2026-09-11T07:53:02.698291+00:00,paper-b691233ff158,ichi-2a38c3b8294c45e59c3d,sell,0.14476827123747404,24961.951710926005,3.6136985959040655,24966.945099945995,1.9999999999997797,PAPER_TRADING,signal
20260911T075256-74ac20,2026-09-11T07:53:04.098584+00:00,paper-90391cbe0ea1,ichi-7c81b8f087ef4133aab3,buy,0.13916262797198614,25582.63925520481,3.560147309213596,25577.52375045472,1.9999999999997797,PAPER_TRADING,entry
20260911T075256-74ac20,2026-09-11T07:53:04.606804+00:00,paper-2bac8f3f74b6,ichi-05df426db4934af2a943,sell,0.13916262797198614,27047.288042603213,3.7639716835239403,27052.698582319677,1.9999999999997797,PAPER_TRADING,take_profit
20260911T092728-8c0b75,2026-09-11T09:27:29.056887+00:00,paper-4c05615470d0,ichi-d2df8dfb2a4440658aea,buy,0.13274970911550033,28765.876293538935,3.8186617104197604,28760.1242686852,1.9999999999997797,PAPER_TRADING,entry
20260911T092728-8c0b75,2026-09-11T09:27:29.218382+00:00,paper-9e82302b2ed6,ichi-3acabcadd4524ffc8246,sell,0.13274970911550033,27888.87427959048,3.702239948174395,27894.453170224526,1.9999999999997797,PAPER_TRADING,stop_loss
20260911T092728-8c0b75,2026-09-11T09:27:31.093508+00:00,paper-050edbfbf0b1,ichi-24206324dd384ca6aa2a,buy,0.13203764972420345,25865.79371520576,3.4152586104068416,25860.621590887582,1.9999999999997797,PAPER_TRADING,entry
20260911T092728-8c0b75,2026-09-11T09:27:31.125943+00:00,paper-230f229161d6,ichi-ef50481cda1b44b5951d,sell,0.13203764972420345,25409.919940311407,3.3550661085988907,25415.002940899587,1.9999999999997797,PAPER_TRADING,signal
20260911T092728-8c0b75,2026-09-11T09:27:32.142233+00:00,paper-e800c15fe6fa,ichi-5de9529061124f1fbb2c,buy,0.12265895172140727,24413.84783994472,2.9945769835335625,24408.96604673537,1.9999999999997797,PAPER_TRADING,entry
20260911T092728-8c0b75,2026-09-11T09:27:33.068948+00:00,paper-ec99488dd48b,ichi-5400df579a804a6fa3fb,sell,0.12265895172140727,24531.882890981713,3.0090550391601427,24536.790249031517,1.9999999999986695,PAPER_TRADING,signal
20260911T092728-8c0b75,2026-09-11T09:27:33.499470+00:00,paper-5018c9fc2efb,ichi-ef6baed9aa3d42889729,buy,0.12638857257986863,25257.875491528474,3.1923068297743318,25252.824926543166,1.9999999999997797,PAPER_TRADING,entry
20260911T092728-8c0b75,2026-09-11T09:27:33.665453+00:00,paper-f8b4be7d7af6,ichi-b1290b4a0c1d4431a7c8,sell,0.12638857257986863,24341.939938396936,3.076543042638884,24346.809300256988,1.9999999999997797,PAPER_TRADING,stop_loss
20260911T092728-8c0b75,2026-09-11T09:27:33.940001+00:00,paper-de22f8f970b2,ichi-88ed8c24c25644489c14,buy,0.12132543565733647,25387.275255162833,3.080122230485349,25382.19881539975,1.9999999999997797,PAPER_TRADING,entry
20260911T092728-8c0b75,2026-09-11T09:27:34.601745+00:00,paper-89637a34a8f6,ichi-0ed7e4d471d34b4eabf4,sell,0.12132543565733647,24912.79768968493,3.02255603314411,24917.781245934115,1.9999999999997797,PAPER_TRADING,signal
20260911T092728-8c0b75,2026-09-11T09:27:35.296999+00:00,paper-b27ed357a5ca,ichi-bef724901e064cb59c4d,buy,0.14790816895009692,25583.429387400418,3.7839981961544957,25578.313724655487,1.9999999999997797,PAPER_TRADING,entry
20260911T092728-8c0b75,2026-09-11T09:27:35.605567+00:00,paper-82e7d6a51b87,ichi-7cbeed39150a44a08f37,sell,0.14790816895009692,24911.860589223263,3.6846676848920956,24916.843958014866,1.9999999999997797,PAPER_TRADING,stop_loss
20260911T092728-8c0b75,2026-09-11T09:27:35.628578+00:00,paper-c82a848cbdf6,ichi-881133085e454a56ab36,buy,0.14082365991836904,25122.221495931022,3.5378031763369306,25117.198056319758,1.9999999999997797,PAPER_TRADING,entry
20260911T092728-8c0b75,2026-09-11T09:27:35.705238+00:00,paper-20aa741078b7,ichi-70cd9b8f59474778a904,sell,0.14082365991836904,24770.51519072633,3.4882746072216393,24775.47028478329,1.9999999999997797,PAPER_TRADING,signal
20260911T092728-8c0b75,2026-09-11T09:27:36.622422+00:00,paper-ef7f56733146,ichi-db13952ebadc4164980d,buy,0.13949828529851926,25001.102407255854,3.487610916384874,24996.10318661853,1.9999999999997797,PAPER_TRADING,entry
20260911T092728-8c0b75,2026-09-11T09:27:37.039392+00:00,paper-471e70169b8f,ichi-1cd47ef2966d41db8865,sell,0.13949828529851926,25023.257364260655,3.490701494897906,25028.263016864028,1.9999999999997797,PAPER_TRADING,signal
20260911T092728-8c0b75,2026-09-11T09:27:37.114935+00:00,paper-e37331208c2a,ichi-c918c6932d124fe6a730,buy,0.13159574557123616,25291.57583297257,3.328263778411483,25286.518529266716,1.9999999999997797,PAPER_TRADING,entry
20260911T092728-8c0b75,2026-09-11T09:27:37.696964+00:00,paper-2435175cd956,ichi-ca01bb93b2dd4339a82f,sell,0.13159574557123616,26726.260371313525,3.517062159893986,26731.606692652054,1.9999999999997797,PAPER_TRADING,take_profit
20260911T092728-8c0b75,2026-09-11T09:27:37.725694+00:00,paper-66f68792569d,ichi-aebf345ec4c74efb8a4d,buy,0.15299485697880263,26736.877925490684,4.0906048142701525,26731.53161916685,1.9999999999997797,PAPER_TRADING,entry
20260911T092745-f69683,2026-09-11T09:27:57.677939+00:00,paper-f12efb41e263,ichi-58178b38df0944488ea3,buy,0.12807218973276938,25295.789108449717,3.239687102137493,25290.730962257265,1.9999999999997797,PAPER_TRADING,entry
20260911T092745-f69683,2026-09-11T09:27:58.857157+00:00,paper-eb072a8c02e9,ichi-05b95b2e917e4cd8a259,sell,0.12807218973276938,25112.101245747934,3.2161617953339436,25117.12467068207,2.00000000000089,PAPER_TRADING,signal
20260911T092745-f69683,2026-09-11T09:28:00.010963+00:00,paper-214e9f84186e,ichi-b85ec86de9fd4be3b202,buy,0.14476827123747404,25527.26640819002,3.6955382273321127,25522.16197579486,1.9999999999997797,PAPER_TRADING,entry
20260911T092745-f69683,2026-09-11T09:28:00.889535+00:00,paper-bf050f72c4ae,ichi-3eba231e337e45e98180,sell,0.14476827123747404,24961.951710926005,3.6136985959040655,24966.945099945995,1.9999999999997797,PAPER_TRADING,signal
20260911T092745-f69683,2026-09-11T09:28:04.001036+00:00,paper-fe4980d963ed,ichi-9e6b03c7e1024a879a54,buy,0.13916262797198614,25582.63925520481,3.560147309213596,25577.52375045472,1.9999999999997797,PAPER_TRADING,entry
20260911T092745-f69683,2026-09-11T09:28:04.864374+00:00,paper-df65e028938f,ichi-2b9e190e09f8478d874c,sell,0.13916262797198614,27047.288042603213,3.7639716835239403,27052.698582319677,1.9999999999997797,PAPER_TRADING,take_profit
20260911T130827-d6b3d3,2026-09-11T13:08:40.333142+00:00,paper-02e005d9c8cb,ichi-7b9f9b3c889642bea100,buy,0.07847557127184492,62703.4166366922,4.920686441260925,62690.878461,1.9999999999997797,PAPER_TRADING,entry
20260911T130827-d6b3d3,2026-09-11T13:08:41.580289+00:00,paper-a30c9c4b0316,ichi-d66cd744d4664a10b403,sell,0.07847557127184492,62543.232651239996,4.908115911493962,62555.7438,1.9999999999997797,PAPER_TRADING,signal
20260911T130827-d6b3d3,2026-09-11T13:08:44.736234+00:00,paper-291bb5f89672,ichi-e072dd43fd91472fbc6a,buy,0.09154612488906098,62708.2880977896,5.740700773779463,62695.748948,1.9999999999997797,PAPER_TRADING,entry
20260911T130827-d6b3d3,2026-09-11T13:08:47.987536+00:00,paper-aba96e3a7dbf,ichi-1e7ffb7c3bdb4afb8459,sell,0.09154612488906098,63786.85947612001,5.839439803881866,63799.6194,1.9999999999997797,PAPER_TRADING,signal
20260911T130827-d6b3d3,2026-09-11T13:08:48.214767+00:00,paper-33053ef4a1ca,ichi-527f7802d1a942e79ece,buy,0.15676298740189487,64152.361218662394,10.056715793522983,64139.533312,1.9999999999997797,PAPER_TRADING,entry
20260911T130827-d6b3d3,2026-09-11T13:08:49.852325+00:00,paper-6bd810959262,ichi-88b62f1d3cd745a997d9,sell,0.15676298740189487,63964.356214671,10.027243567450787,63977.151645000005,2.00000000000089,PAPER_TRADING,signal
20260911T130827-d6b3d3,2026-09-11T13:08:50.661149+00:00,paper-660ed2957c84,ichi-2b80206e37fa4ce1bc8e,buy,0.12998328689616062,65946.87944854201,8.571992151266356,65933.69271,1.9999999999997797,PAPER_TRADING,entry
20260911T130827-d6b3d3,2026-09-11T13:08:52.080984+00:00,paper-6383cac91912,ichi-c37ef354749f469fa3fe,sell,0.12998328689616062,65722.2687178398,8.542796510217533,65735.41580100001,2.00000000000089,PAPER_TRADING,signal
20260911T130827-d6b3d3,2026-09-11T13:09:21.871235+00:00,paper-798e4a0953f7,ichi-f94cc6dbee4a4e0497d9,buy,0.15623726331165833,63755.12207472,9.96092579505495,63742.3736,1.9999999999997797,PAPER_TRADING,entry
20260911T130827-d6b3d3,2026-09-11T13:09:22.128647+00:00,paper-3e30f4c844fb,ichi-fc7f3a2d956146578e1d,sell,0.15623726331165833,63117.07045972019,9.861238356875795,63129.696399,2.000000000002,PAPER_TRADING,stop_loss
20260911T130827-d6b3d3,2026-09-11T13:09:23.356016+00:00,paper-ab7c09f7e2f6,ichi-79be1b8b8c6d4e338ef6,buy,0.10552181057753998,64263.27448488,6.781177077285966,64250.4244,1.9999999999997797,PAPER_TRADING,entry
20260911T130827-d6b3d3,2026-09-11T13:09:23.565236+00:00,paper-94ebcb352bda,ichi-b1ba6ceda7d5430aa780,sell,0.10552181057753998,63269.0248627602,6.676262056993849,63281.681199,1.9999999999997797,PAPER_TRADING,stop_loss
20260911T130827-d6b3d3,2026-09-11T13:09:43.037830+00:00,paper-0a867cd78c9a,ichi-2d98003c347a46bfbd82,buy,0.14984349511108777,64889.26223739601,9.723233848831342,64876.286980000004,2.000000000002,PAPER_TRADING,entry
20260911T130827-d6b3d3,2026-09-11T13:09:43.107899+00:00,paper-545c78805e25,ichi-880c0c9eebb246ebbafe,sell,0.14984349511108777,64303.054581447,9.635394444803064,64315.917765,1.9999999999997797,PAPER_TRADING,stop_loss
20260911T130827-d6b3d3,2026-09-11T13:09:43.874800+00:00,paper-b5c701a93bf6,ichi-8b726790f1e64d77baea,buy,0.10722703873730663,65607.65770575959,7.034914854279436,65594.538798,1.9999999999997797,PAPER_TRADING,entry
20260911T130827-d6b3d3,2026-09-11T13:09:46.242296+00:00,paper-1f2160eb84db,ichi-0e1c55eed2344d4bb80b,sell,0.10722703873730663,65823.72827286959,7.058083461348932,65836.89565199999,2.00000000000089,PAPER_TRADING,signal
20260911T130827-d6b3d3,2026-09-11T13:10:04.970975+00:00,paper-f935e2ce0711,ichi-8b53d1e0cb964931a857,buy,0.14657062245655145,63925.173078119995,9.369552408702834,63912.3906,1.9999999999997797,PAPER_TRADING,entry
20260911T130827-d6b3d3,2026-09-11T13:10:09.686760+00:00,paper-fe6637485e06,ichi-65f925f36243418b9a23,sell,0.14657062245655145,64612.4817316374,9.470291665868654,64625.406813,1.9999999999997797,PAPER_TRADING,signal
20260911T130827-d6b3d3,2026-09-11T13:10:11.355453+00:00,paper-4f4fd9bcad9c,ichi-fe5661122ac04531973e,buy,0.1492728168488423,65028.744072184796,9.707023803797481,65015.740924,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:10:42.156890+00:00,paper-cf8add8ffe90,ichi-7470e6e5a7a545ad8e3e,buy,0.07847557127184492,62703.4166366922,4.920686441260925,62690.878461,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:10:43.372580+00:00,paper-4b98f61da837,ichi-3c7a9a9cdbf4452681be,sell,0.07847557127184492,62543.232651239996,4.908115911493962,62555.7438,1.9999999999997797,PAPER_TRADING,signal
20260911T131029-91aa29,2026-09-11T13:10:46.592422+00:00,paper-d2be23ef2f19,ichi-ba4e93a55ba14e3c8e32,buy,0.09154612488906098,62708.2880977896,5.740700773779463,62695.748948,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:10:49.824689+00:00,paper-81ed9f8e7fc1,ichi-fe99c131db7c49c78c9d,sell,0.09154612488906098,63786.85947612001,5.839439803881866,63799.6194,1.9999999999997797,PAPER_TRADING,signal
20260911T131029-91aa29,2026-09-11T13:10:50.069837+00:00,paper-e12c2237c166,ichi-802301d3510645b78d01,buy,0.15676298740189487,64152.361218662394,10.056715793522983,64139.533312,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:10:51.672706+00:00,paper-8c566b0c3cff,ichi-374a6cf829ec4f1f922f,sell,0.15676298740189487,63964.356214671,10.027243567450787,63977.151645000005,2.00000000000089,PAPER_TRADING,signal
20260911T131029-91aa29,2026-09-11T13:10:52.470209+00:00,paper-62b05cd3a323,ichi-94103febbaf24308b21d,buy,0.12998328689616062,65946.87944854201,8.571992151266356,65933.69271,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:10:53.855794+00:00,paper-28e07b3cf079,ichi-31b45ea17e9249e4809d,sell,0.12998328689616062,65722.2687178398,8.542796510217533,65735.41580100001,2.00000000000089,PAPER_TRADING,signal
20260911T131029-91aa29,2026-09-11T13:11:23.383105+00:00,paper-498af62be616,ichi-0a2eb59ee9df49bbb971,buy,0.15623726331165833,63755.12207472,9.96092579505495,63742.3736,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:11:23.643323+00:00,paper-66fa419014c7,ichi-49d46d370c07451098b6,sell,0.15623726331165833,63117.07045972019,9.861238356875795,63129.696399,2.000000000002,PAPER_TRADING,stop_loss
20260911T131029-91aa29,2026-09-11T13:11:24.818600+00:00,paper-0ee7ad82055e,ichi-b1e2f73489d14a3ea927,buy,0.10552181057753998,64263.27448488,6.781177077285966,64250.4244,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:11:25.018023+00:00,paper-9a8f6b36715e,ichi-c1c6e758adc446c1bfc2,sell,0.10552181057753998,63269.0248627602,6.676262056993849,63281.681199,1.9999999999997797,PAPER_TRADING,stop_loss
20260911T131029-91aa29,2026-09-11T13:11:44.435235+00:00,paper-788b1b8613b0,ichi-4722aeb79b254e32b8ac,buy,0.14984349511108777,64889.26223739601,9.723233848831342,64876.286980000004,2.000000000002,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:11:44.519585+00:00,paper-3bdd8a1f7a77,ichi-69cb08e6012b41108b54,sell,0.14984349511108777,64303.054581447,9.635394444803064,64315.917765,1.9999999999997797,PAPER_TRADING,stop_loss
20260911T131029-91aa29,2026-09-11T13:11:45.273437+00:00,paper-a649fffb55ff,ichi-7f56d858671e4b79920c,buy,0.10722703873730663,65607.65770575959,7.034914854279436,65594.538798,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:11:47.759458+00:00,paper-d698c9ad3df2,ichi-dc5f9a2be4544a5db225,sell,0.10722703873730663,65823.72827286959,7.058083461348932,65836.89565199999,2.00000000000089,PAPER_TRADING,signal
20260911T131029-91aa29,2026-09-11T13:12:06.147410+00:00,paper-a011b9dd458a,ichi-0cdd40596fa643f29574,buy,0.14657062245655145,63925.173078119995,9.369552408702834,63912.3906,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:12:10.434694+00:00,paper-0a71b6b61237,ichi-6ed5378ae01a4abb8837,sell,0.14657062245655145,64612.4817316374,9.470291665868654,64625.406813,1.9999999999997797,PAPER_TRADING,signal
20260911T131029-91aa29,2026-09-11T13:12:11.763020+00:00,paper-a597474dc5ab,ichi-753e1b6cb42849ab8bd3,buy,0.1492728168488423,65028.744072184796,9.707023803797481,65015.740924,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:12:11.969917+00:00,paper-5ae446b3cfb1,ichi-bd2fc9abc2ae48cbb116,sell,0.1492728168488423,64505.64379049999,9.628939151255967,64518.5475,2.000000000002,PAPER_TRADING,stop_loss
20260911T131029-91aa29,2026-09-11T13:12:14.650904+00:00,paper-da665fb239ba,ichi-aa78fbd65f01401a872c,buy,0.1472988534330253,65239.347238395596,9.609681046934677,65226.301977999996,1.9999999999997797,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:12:15.162438+00:00,paper-28532a527fa0,ichi-957cc1ea145b45998bb1,sell,0.1472988534330253,64951.919876428205,9.567343326071601,64964.912859000004,1.9999999999997797,PAPER_TRADING,stop_loss
20260911T131029-91aa29,2026-09-11T13:12:15.856370+00:00,paper-52d6369f72c2,ichi-284204ed07f04c55972a,buy,0.14692561463169346,64986.731471344785,9.548215464332149,64973.736723999995,1.9999999999975593,PAPER_TRADING,entry
20260911T131029-91aa29,2026-09-11T13:12:15.921164+00:00,paper-53dfbc4a4c1f,ichi-db10ce91a3814ebb8346,sell,0.14692561463169346,64993.5573822612,9.549218365488965,65006.558694,1.9999999999997797,PAPER_TRADING,signal
20260911T131806-90cc63,2026-09-11T13:47:02.099628+00:00,paper-f81cca721866,ichi-326cd62213ff43eda712,buy,0.12821203541484946,77934.94521979571,9.9921979565748,77917.88,2.1901545313740556,PAPER_TRADING,entry
20260911T131806-90cc63,2026-09-11T17:42:31.308307+00:00,paper-c9eaf4b237d5,ichi-832bfeffbc374cf6acc8,sell,0.12821203541484946,77566.773542,9.944993916382511,77582.29,1.9999999999997797,PAPER_TRADING,stop_loss
20260911T131806-90cc63,2026-09-12T03:05:55.862763+00:00,paper-7b6392f91f4c,ichi-71f8aa5e25fc45fab496,buy,0.12833497302727065,77336.054118,9.924920419269075,77320.59,1.9999999999997797,PAPER_TRADING,entry
20260911T131806-90cc63,2026-09-12T03:05:55.866732+00:00,paper-946fc0c86053,ichi-6e51fe10f9e548f2becb,sell,0.12833497302727065,77305.115884,9.92094996184317,77320.58,2.00000000000089,PAPER_TRADING,stop_loss
20260911T131806-90cc63,2026-09-12T03:05:56.570347+00:00,paper-2833d1315c1c,ichi-928172c7275549ca93a6,buy,0.12802726022694483,77336.054118,9.901123125490274,77320.59,1.9999999999997797,PAPER_TRADING,entry
20260911T131806-90cc63,2026-09-12T03:05:56.574114+00:00,paper-738a59300685,ichi-f363d881c5a245bd8fed,sell,0.12802726022694483,77305.115884,9.897162188154995,77320.58,2.00000000000089,PAPER_TRADING,stop_loss
20260911T131806-90cc63,2026-09-12T03:05:56.983054+00:00,paper-358e8f61594f,ichi-7b257bbc770f4ea9ab23,buy,0.12772028523927645,77336.054118,9.87738289123108,77320.59,1.9999999999997797,PAPER_TRADING,entry
20260911T131806-90cc63,2026-09-12T03:05:56.984802+00:00,paper-21e95cf23e26,ichi-94acd3ee8c5342cc8d41,sell,0.12772028523927645,77305.115884,9.873431451159801,77320.58,2.00000000000089,PAPER_TRADING,stop_loss
20260911T131806-90cc63,2026-09-12T03:05:58.593311+00:00,paper-a28a15548cff,ichi-42a3854241184472bc9b,buy,0.1274140462951888,77336.054118,9.853699579678077,77320.59,1.9999999999997797,PAPER_TRADING,entry
